StockCode, Year, Month, NetRevenue, NetQuantity, CustomerFrequency, ProductFrequency, NetRevenue_LastMonth, NetRevenue_MA3, NextMonthRevenue
21894,2011,5,0.9478382755990505,3.8063808419568455,0.6826297064302194,-0.8484265450058208,-0.04923224871511747,-1.512502910143084,-1.3022539422925696
21894,2011,6,-1.3022539422925696,-0.5395469794893046,-0.20876120647233004,-0.8484265450058208,0.9478382755990505,0.06608226900751024,-3.5769622845417484
21894,2011,7,-3.5769622845417484,-4.065320423197235,1.8814347907787656,-0.8484265450058208,-1.3022539422925696,-0.1345493051362122,0.27633123685802485
21894,2011,8,0.27633123685802485,1.7751955003487665,0.7810610062480535,-0.8484265450058208,-3.5769622845417484,-1.3104593170784224,-0.9586475489871084
21894,2011,9,-0.9586475489871084,-0.17623769032834702,-0.2693625664348025,-0.8484265450058208,0.27633123685802485,-1.5342949966587645,-5.042944394795105
21894,2011,10,-5.042944394795105,-6.179207655717356,0.2472793306190031,-0.8484265450058208,-0.9586475489871084,-1.4197595322236107,-3.9046437984963
21894,2011,11,-3.9046437984963,-2.9094240532687374,0.44316251433608583,-0.8484265450058208,-5.042944394795105,-1.9084202356413964,-2.0904875176771625
21896,2011,3,-1.5729126746572628,-4.068270163178312,-0.24260352437345103,-0.7859731379323588,-5.1908572491454885,-3.3351212269012502,3.4802750251674763
21896,2011,4,3.4802750251674763,1.6649263124660445,-0.2032519919302871,-0.7859731379323588,-1.5729126746572628,-3.590405931893548,-4.696446966372725
21896,2011,5,-4.696446966372725,-7.258301614695965,0.08452345003054469,-0.7859731379323588,3.4802750251674763,-1.0944982995450916,-1.6141171193607353
21896,2011,6,-1.6141171193607353,-2.2349903289071067,-0.41811135906996216,-0.7859731379323588,-4.696446966372725,-0.9296948719541703,-2.1872782962399784
21896,2011,7,-2.1872782962399784,-3.1102793005866882,1.0418304945714199,-0.7859731379323588,-1.6141171193607353,-0.9434296868553279,-1.2690621852208328
21896,2011,8,-1.2690621852208328,-1.7367942948738229,0.8104434838056159,-0.7859731379323588,-2.1872782962399784,-2.8326141273244794,-1.5029595680219572
21896,2011,9,-1.5029595680219572,-1.9790004876477947,-0.26201694704541184,-0.7859731379323588,-1.2690621852208328,-1.690152533607182,-0.5789523169410271
21896,2011,10,-0.5789523169410271,-0.7404022268072554,-0.4676942899483488,-0.7859731379323588,-1.5029595680219572,-1.653100016494256,-6.830479111891764
21899,2011,3,-11.060908550718201,-0.5316628109661208,-0.3123869085726617,-0.399356808429975,-3.784688459686348,-4.531712551574166,-9.089153009049527
21899,2011,4,-9.089153009049527,4.931760174933585,-0.05780872802035318,-0.399356808429975,-11.060908550718201,-6.4744738555030965,-5.6402773865179165
21899,2011,5,-5.6402773865179165,7.786049634260961,0.5636306723220916,-0.39935680842997506,-9.089153009049527,-7.978250006484692,-11.100335757365713
21899,2011,6,-11.100335757365713,-4.1371884056050146,-0.21137083441329774,-0.399356808429975,-5.6402773865179165,-8.596779648761881,-9.974956416284408
21899,2011,7,-9.974956416284408,3.1014300806434565,-0.06683334612731877,-0.399356808429975,-11.100335757365713,-8.609922050977717,-8.391913025614002
21899,2011,8,-8.391913025614002,-2.0233011730848927,-0.11363543537972173,-0.39935680842997506,-9.974956416284408,-8.905189853389347,-13.913568001863938
21899,2011,9,-13.913568001863938,-3.4932717181951403,0.1995817753838935,-0.399356808429975,-8.391913025614002,-9.822401733088041,-13.482638105013802
21899,2011,10,-13.482638105013802,-8.174941531831568,-0.16619000319290722,-0.39935680842997506,-13.913568001863938,-10.760145814587448,-18.704456493833128
21899,2011,11,-18.704456493833128,-14.67610753125386,0.11943057410365719,-0.399356808429975,-13.482638105013802,-11.929373044163915,-3.2278994949479873
21900,2011,3,-8.280089010004238,1.8244306143279738,-0.20584456347948377,-0.2655280789868421,-2.8632435465008172,-4.722618174029249,-9.41170984721328
21900,2011,4,-9.41170984721328,7.3262548057026216,0.06219198145905511,-0.2655280789868421,-8.280089010004238,-5.55852387603669,-9.91202990561628
21900,2011,5,-9.91202990561628,12.599656452788636,0.25613174372929437,-0.2655280789868421,-9.41170984721328,-6.8516808012394455,-17.13255409704828
21900,2011,6,-17.13255409704828,-10.423715509224015,-0.04817780482092995,-0.2655280789868421,-9.91202990561628,-9.201276254277932,-10.531188482492292
21900,2011,7,-10.531188482492292,6.450965834023039,-0.21610682586172061,-0.2655280789868421,-17.13255409704828,-12.152097949959279,-8.549962642529493
21900,2011,8,-8.549962642529493,2.658368640551534,0.010995240260272135,-0.2655280789868421,-10.531188482492292,-12.525257495052285,-14.884467318521581
21900,2011,9,-14.884467318521581,0.2057896758600597,0.3377908706813793,-0.2655280789868421,-8.549962642529493,-12.071235074023356,-16.15018508928356
21900,2011,10,-16.15018508928356,-10.423715509224015,0.10934492208489072,-0.2655280789868421,-14.884467318521581,-11.321872814514455,-23.684693509441118
21900,2011,11,-23.684693509441118,-18.9038819962941,-0.1138802893593681,-0.2655280789868421,-16.15018508928356,-13.194871683444878,-2.5965987161419464
21901,2011,3,-10.791034918192945,-1.3656008371896795,-0.18672434830415824,-0.3606951754797366,-3.080433973387576,-4.839937123358137,-7.986716073458363
21901,2011,4,-7.986716073458363,6.883193365610699,0.006678077987560094,-0.3606951754797366,-10.791034918192945,-6.554518132962063,-10.481734079020178
21901,2011,5,-10.481734079020178,1.4059867312256547,0.17242397112711794,-0.3606951754797366,-7.986716073458363,-7.286061655012961,-16.754085251079648
21901,2011,6,-16.754085251079648,-10.894344246286618,-0.07103084292125623,-0.3606951754797366,-10.481734079020178,-9.753161690223829,-10.64624130026844
21901,2011,7,-10.64624130026844,-0.8811884516417363,-0.17350223340325513,-0.3606951754797366,-16.754085251079648,-11.740845134519397,-6.677332016010075
21901,2011,8,-6.677332016010075,-1.4975378420809284,-0.07470365261595156,-0.36069517547973656,-10.64624130026844,-12.627353543456088,-12.955924684197281
21901,2011,9,-12.955924684197281,-2.0262509130659696,0.24391258839886584,-0.36069517547973656,-6.677332016010075,-11.35921952245272,-17.27812676826026
21901,2011,10,-17.27812676826026,-13.195303077639348,-0.04475612741305141,-0.3606951754797366,-12.955924684197281,-10.093166000158599,-23.941088988218393
21901,2011,11,-23.941088988218393,-20.585541697226564,0.2167075623031584,-0.3606951754797366,-17.27812676826026,-12.303794489489206,-4.402733239501402
21902,2011,3,-6.54902319924294,0.6685342443994766,-0.23037427890649853,-0.5777951143541522,-2.9553539587868256,-2.7041176621965306,-4.218512414929386
21902,2011,4,-4.218512414929386,3.8585656959171297,0.3763173778926313,-0.5777951143541522,-6.54902319924294,-3.949195680934609,-6.745943124275464
21902,2011,5,-6.745943124275464,2.3501939453319385,0.19183739379907877,-0.5777951143541522,-4.218512414929386,-4.574296524319717,-10.109722837384313
21902,2011,6,-10.109722837384313,-6.033487002340767,-0.2872675136964421,-0.5777951143541522,-6.745943124275464,-5.837826246149263,-7.941047370683114
21902,2011,7,-7.941047370683114,-2.2517237173735243,-0.11353049795987329,-0.5777951143541522,-10.109722837384313,-7.02472612552972,-4.814728586315258
21902,2011,8,-4.814728586315258,2.997060372722889,-0.2753726186624857,-0.5777951143541522,-7.941047370683114,-8.265571110780963,-7.412663254275158
21902,2011,9,-7.412663254275158,2.8070390339092013,0.3366510331899222,-0.5777951143541522,-4.814728586315258,-7.621832931460895,-12.149532588787899
21902,2011,10,-12.149532588787899,-8.01248748998856,-0.1765757952003949,-0.5777951143541522,-7.412663254275158,-6.72281307042451,-18.918418118553504
21902,2011,11,-18.918418118553504,-11.918303611323866,0.08322716425594634,-0.5777951143541522,-12.149532588787899,-8.125641476459437,-0.4673504560882584
21903,2011,3,-1.7862078351066497,-4.137188405605013,0.055391132885624084,-0.5986129167119728,0.25516606942384656,-2.0302359339209195,-2.403802258855751
21903,2011,4,-2.403802258855751,-3.7571457279776386,-0.2693625664348025,-0.5986129167119728,-1.7862078351066497,-2.170724482290245,-2.0355827644687126
21903,2011,5,-2.0355827644687126,-3.798496673433659,-0.26385335189275955,-0.5986129167119728,-2.403802258855751,-1.3116146748461845,0.48906345222497105
21903,2011,6,0.48906345222497105,-0.23137228426970857,-0.18396974103313674,-0.5986129167119728,-2.0355827644687126,-2.075197619477038,1.4786691176099374
21903,2011,7,1.4786691176099374,-0.30029052669641,-0.31852171157918574,-0.5986129167119728,0.48906345222497105,-1.3167738570331642,-1.9186340730681506
21903,2011,8,-1.9186340730681506,-3.6773935770466735,-0.2730353761294978,-0.5986129167119728,1.4786691176099374,-0.022616731544601382,0.4695689803822287
21903,2011,9,0.4695689803822287,-1.8746307797272261,-0.17443456201806246,-0.5986129167119728,-1.9186340730681506,0.016366165588919273,-3.1543919122007584
21903,2011,10,-3.1543919122007584,-6.9471771794952915,-0.13163220288372876,-0.5986129167119728,0.4695689803822287,0.00986800830800516,-1.918971840117616
21903,2011,11,-1.918971840117616,-5.5766419137635035,0.03303209842844389,-0.5986129167119728,-3.1543919122007584,-1.53448566829556,-0.12285544375481638
21904,2011,3,-2.5497066505652333,-3.2038151000029935,-0.3630192136495327,-0.9911771897451626,-2.0877030250247683,-2.0857726450041736,-0.10536641127699442
21904,2011,4,-0.10536641127699442,-0.3908765861316382,1.460530799766684,-0.9911771897451626,-2.5497066505652333,-1.7387873308436763,-4.748567226928779
21905,2011,3,-3.2398165188450383,-4.200207168069561,-0.3207819021605367,-0.7324416461551057,-2.354347855383639,-2.6347275006436672,-2.0819118849629845
21905,2011,4,-2.0819118849629845,-2.7194027144550503,-0.2638533518927596,-0.7324416461551057,-3.2398165188450383,-2.636657880664262,-4.514669844127655
21905,2011,5,-4.514669844127655,-5.802114718071058,-0.3024178536870602,-0.7324416461551057,-2.0819118849629845,-2.5586920863972207,-0.09957527121521037
21905,2011,6,-0.09957527121521037,-0.5257633310039643,-0.26936256643480244,-0.7324416461551057,-4.514669844127655,-3.2787994159785594,-7.070727556561132
21905,2011,7,-7.070727556561132,-1.794878628796261,-0.1770832228555831,-0.7324416461551057,-0.09957527121521037,-2.2320523334352833,-4.036963493993275
21905,2011,8,-4.036963493993275,1.4365037681774133,-0.12171561670805142,-0.7324416461551057,-7.070727556561132,-3.894990890634666,-5.090058615128814
21905,2011,9,-5.090058615128814,-1.5910736414972333,-0.300214167870243,-0.7324416461551057,-4.036963493993275,-3.735755440589872,-7.699018664681802
21905,2011,10,-7.699018664681802,-5.26551747856283,0.12391059472026353,-0.7324416461551058,-5.090058615128814,-5.399249888561073,-13.128450639629241
21905,2011,11,-13.128450639629241,-8.65935391737951,-0.25433743586559443,-0.7324416461551057,-7.699018664681802,-5.60868025793463,0.3750148657692731
21906,2011,3,4.027596714887696,-4.591083754201199,0.6506762620863703,-0.7621813638091353,-0.8031632932429975,4.758172527531643,1.5133124387920962
21906,2011,4,1.5133124387920962,-3.8368978789086032,-0.3868924766650521,-0.7621813638091353,4.027596714887696,7.933088579463831,-0.11238696069220679
21906,2011,5,-0.11238696069220679,-5.802114718071058,-0.3464915700234038,-0.7621813638091353,1.5133124387920962,1.5792486201455986,-1.4232165356989546
21906,2011,6,-1.4232165356989546,-8.386630687653781,0.43581689494669523,-0.7621813638091353,-0.11238696069220679,1.8095073976625289,12.453584070049452
21906,2011,7,12.453584070049452,-0.08270189091204205,0.5790564730398119,-0.7621813638091353,-1.4232165356989546,-0.007430352533021119,-3.0586023416824113
21906,2011,8,-3.0586023416824113,-6.030537262359689,0.33507697189219554,-0.7621813638091351,12.453584070049452,3.6393268578860973,15.0273438998898
21906,2011,9,15.0273438998898,-1.5910736414972335,-0.08425295782215933,-0.7621813638091353,-3.0586023416824113,2.657255064222696,-1.616012992985149
21906,2011,10,-1.616012992985149,-6.286527103619001,0.6699585129835206,-0.7621813638091353,15.0273438998898,8.140775209418948,0.3855929145723895
21906,2011,11,0.3855929145723895,-4.200207168069561,0.6084389505973743,-0.7621813638091353,-1.616012992985149,3.4509095217407473,-0.934923066933512
21907,2011,3,-0.6873404920073187,-4.12635449710075,0.17545549658940615,-0.0751938860010531,-5.513088413363703,-5.569479237078756,-2.0868295223766946
21907,2011,4,-2.0868295223766946,-6.496231570880183,-0.049682636570839836,-0.0751938860010531,-0.6873404920073187,-4.532759351360081,1.6176564790927508
21907,2011,5,1.6176564790927508,-3.5375724036322382,-0.040655714094857284,-0.0751938860010531,-2.0868295223766946,-2.7624194759159053,1.3760720826054296
21907,2011,6,1.3760720826054296,-3.8211295418622306,-0.12116469525384713,-0.0751938860010531,1.6176564790927508,-0.38550451176375417,3.526707664850291
21907,2011,7,3.526707664850291,-0.0777674623699327,-0.14747119469210218,-0.0751938860010531,1.3760720826054296,0.3022996797738286,4.1731542697197685
21907,2011,8,4.1731542697197685,-0.4686440485015707,-0.22204813566196305,-0.0751938860010531,3.526707664850291,2.1734787421828234,5.244191802675063
21907,2011,9,5.244191802675063,3.0354615781978325,-0.034734841232502714,-0.0751938860010531,4.1731542697197685,3.025311339058496,-5.37308170418053
21907,2011,10,-5.37308170418053,-8.780457013766497,0.20142485806704968,-0.0751938860010531,5.244191802675063,4.314684579081708,-9.448912483014857
21907,2011,11,-9.448912483014857,-13.42372562192798,-0.36103589641439726,-0.0751938860010531,-5.37308170418053,1.3480881227381005,1.0987547540828424
21908,2011,3,-7.393183898812323,-12.727624080557822,-0.2546713276560213,0.0616088152074826,0.44360783437877305,1.840534526852749,-1.0998897140756712
21908,2011,4,-1.0998897140756712,-4.09878720013007,-0.1397858404059523,0.0616088152074826,-7.393183898812323,-3.078775370900065,-2.6233479852608217
21908,2011,5,-2.6233479852608217,-7.399087839530445,-0.12612298834168578,0.0616088152074826,-1.0998897140756712,-2.683155259503074,0.20581518514027697
21908,2011,6,0.20581518514027697,-2.389560202226927,-0.13438681015475018,0.0616088152074826,-2.6233479852608217,-3.705473866049605,-0.16240430924676108
21908,2011,7,-0.16240430924676108,-2.953724738705836,-0.06368522353186568,0.0616088152074826,0.20581518514027697,-1.1724741713987388,5.785375515456089
21908,2011,8,5.785375515456089,1.5901085900771885,-0.0664938427101621,0.06160881520748259,-0.16240430924676108,-0.8599790364557686,0.6027652018032585
21908,2011,9,0.6027652018032585,-4.977025911790728,0.29012877705711493,0.0616088152074826,5.785375515456089,1.9429287971165348,-9.65063140989264
21908,2011,10,-9.65063140989264,-14.626872417274653,0.04387563181278242,0.0616088152074826,0.6027652018032585,2.0752454693375286,-1.418554309078036
21908,2011,11,-1.418554309078036,-8.381696259111672,-0.1532223679809241,0.0616088152074826,-9.65063140989264,-1.0874968975444308,7.484372436034552
21912,2011,3,-2.011085275679608,-12.413549905376073,-0.17520508153443207,-0.2625541072214392,2.7760205388687025,0.35087453404590346,5.1407212650224805
21912,2011,4,5.1407212650224805,-4.687569293598581,0.04209169567535902,-0.2625541072214392,-2.011085275679608,-0.8309392069745796,-0.7130673901498563
21912,2011,5,-0.7130673901498563,-12.683323395120725,0.5588560197189878,-0.2625541072214392,5.1407212650224805,1.968552176070525,1.6809358731902537
21912,2011,6,1.6809358731902537,-3.663609928561333,-0.3855569095033447,-0.2625541072214392,-0.7130673901498563,0.8055228663976722,3.548210599333933
21912,2011,7,3.548210599333933,-6.707920726702397,0.2773613909755551,-0.2625541072214392,1.6809358731902537,2.036196582687626,7.79467750652777
21912,2011,8,7.79467750652777,-2.009517524599552,0.054894060896868324,-0.2625541072214392,3.548210599333933,1.5053596941247767,0.5579972111599142
21912,2011,9,0.5579972111599142,-12.697107043606065,0.07441242098867763,-0.2625541072214392,7.79467750652777,4.341274659683985,-2.3315331552898986
21912,2011,10,-2.3315331552898986,-20.236016056550945,0.18239302601271945,-0.2625541072214392,0.5579972111599142,3.966961772340539,-4.704815560709819
21912,2011,11,-4.704815560709819,-24.799532513781465,0.2805095135710082,-0.2625541072214392,-2.3315331552898986,2.0070471874659286,17.497742757818074
21913,2011,3,-0.6553630279091027,-4.469980657814213,-0.3272093191262535,-0.7889471096977618,-0.9766904567194272,-0.6682437301784603,-0.07384837307267651
21913,2011,4,-0.07384837307267651,-3.1102793005866882,0.5827292827345073,-0.7889471096977618,-0.6553630279091027,-0.8695813137826525,2.5711914453929854
21913,2011,5,2.5711914453929854,-5.89860025746844,0.011240094239918449,-0.7889471096977618,-0.07384837307267651,-0.5686339525670688,-1.9533809134388544
21913,2011,6,-1.9533809134388544,-4.200207168069561,-0.2840538052135837,-0.7889471096977618,2.5711914453929854,0.6139933481370687,-2.0947235744399806
21913,2011,7,-2.0947235744399806,-5.815898366556398,-0.33302460114285437,-0.7889471096977618,-1.9533809134388544,0.18132071962715143,-0.7453554118137021
21913,2011,8,-0.7453554118137021,-2.4771965216810785,-0.25283492280867365,-0.7889471096977618,-2.0947235744399806,-0.49230434749528323,-1.1202607118424683
21913,2011,9,-1.1202607118424683,-3.8368978789086032,0.5643652342610307,-0.7889471096977618,-0.7453554118137021,-1.597819966564179,0.2474790557376476
21913,2011,10,0.2474790557376476,-5.480156374366121,-0.29540612608809647,-0.7889471096977618,-1.1202607118424683,-1.320113232698717,-4.557998363764501
21913,2011,11,-4.557998363764501,-8.386630687653781,0.12129082836460675,-0.7889471096977618,0.2474790557376476,-0.5393790226395075,-0.5815146548364264
21914,2011,3,4.869058301337334,21.04930590290697,-0.2071871451746035,0.4839128058947019,-0.9851625702450633,0.35190823296923085,0.5934226089055308
21914,2011,4,0.5934226089055308,7.073214704424387,-0.28667724070979467,0.4839128058947019,4.869058301337334,0.7385834614823793,4.682719448383908
21914,2011,5,4.682719448383908,21.156625350808614,0.204809830011377,0.483912805894702,0.5934226089055308,1.4924394466659336,2.8617768660104828
21914,2011,6,2.8617768660104828,14.471337492534786,0.15033941413174232,0.483912805894702,4.682719448383908,3.3817334528755914,1.5370248277417633
21914,2011,7,1.5370248277417633,13.461161775982879,-0.21823705548464392,0.483912805894702,2.8617768660104828,2.712639641099974,-0.7878013589745314
21914,2011,8,-0.7878013589745314,8.187760128896864,-0.1990544951363496,0.4839128058947019,1.5370248277417633,3.0271737140453845,-7.948871159593658
21914,2011,9,-7.948871159593658,10.691558896128576,-0.04115035726949789,0.483912805894702,-0.7878013589745314,1.2036667782592383,-11.78970285166983
21914,2011,10,-11.78970285166983,11.706669041222593,-0.059743671664387786,0.483912805894702,-7.948871159593658,-2.399882563608809,-13.849028237848033
21914,2011,11,-13.849028237848033,24.919725144469346,0.09168931779252433,0.483912805894702,-11.78970285166983,-6.842125123412674,-8.818183719119206
21915,2011,3,9.049579957349723,32.33651142388626,-0.025697877546731397,0.6326113941648496,-3.136358074296387,2.5419984739471597,5.026435407429878
21915,2011,4,5.026435407429878,24.263954911414224,-0.29071077278521895,0.6326113941648496,9.049579957349723,2.069415791844918,8.408696291233069
21915,2011,5,8.408696291233069,33.679479392647366,0.24670990275936047,0.6326113941648496,5.026435407429878,3.646552430161071,7.334560684783771
21915,2011,6,7.334560684783771,25.67879086258311,0.14849016729245518,0.6326113941648496,8.408696291233069,7.494903885337557,3.4509634181531954
21915,2011,7,3.4509634181531954,24.126118426560822,-0.10880831406669365,0.6326113941648496,7.334560684783771,6.923230794482239,4.602410447702481
21915,2011,8,4.602410447702481,26.025366763277653,-0.07225511281948802,0.6326113941648496,3.4509634181531954,6.398073464723345,-3.5204352081575787
21915,2011,9,-3.5204352081575787,33.582028801829935,-0.04172651025081503,0.6326113941648496,4.602410447702481,5.129311516879816,-5.186015193631329
21915,2011,10,-5.186015193631329,34.73497543177736,-0.12251882929548946,0.6326113941648496,-3.5204352081575787,1.5109795525660328,-10.460702663534363
21915,2011,11,-10.460702663534363,2.1759409435646235,-0.14046773563983533,0.6326113941648496,-5.186015193631329,-1.3680133180288088,0.1073688273659329
21916,2011,3,-10.5467816413457,23.284296231814075,-0.004002065993067034,-0.3190595707640952,-8.234313764764464,-7.349139292128403,-6.57898313087231
21916,2011,4,-6.57898313087231,1.4227201196920722,-0.20926204415797034,-0.3190595707640952,-10.5467816413457,-7.628852473117447,-9.745514221727115
21916,2011,5,-9.745514221727115,17.754904743468746,-0.07942583650913125,-0.3190595707640952,-6.57898313087231,-8.453359512327491,-9.251654790932866
21916,2011,6,-9.251654790932866,10.166760616544657,0.25952202960132076,-0.3190595707640952,-9.745514221727115,-8.957092997981709,-8.988576529789846
21916,2011,7,-8.988576529789846,14.75489463076478,0.6202306027750804,-0.3190595707640952,-9.251654790932866,-8.525384047844097,-12.315935683660573
21916,2011,8,-12.315935683660573,7.2051517093156345,0.44683532403078113,-0.3190595707640952,-8.988576529789846,-9.328581847483276,-12.612540445648815
21916,2011,9,-12.612540445648815,9.007914506635084,-0.21187511034391954,-0.3190595707640952,-12.315935683660573,-10.185389001461095,-7.432267291858406
21916,2011,10,-7.432267291858406,18.52287426724668,0.10281548262765462,-0.3190595707640952,-12.612540445648815,-11.305684219699744,-28.74467658064809
21916,2011,11,-28.74467658064809,-17.03515069652903,0.5245018119649476,-0.3190595707640952,-7.432267291858406,-10.786914473722597,-8.236091002820425
21917,2011,3,-6.6259877854655125,14.083410646384225,-0.32959664542780537,-0.5004718484536754,-1.2775282521945042,-4.134345677482751,-2.96515597757845
21917,2011,4,-2.96515597757845,13.681700151748323,-0.3844439368685886,-0.5004718484536754,-6.6259877854655125,-4.635407259501062,-7.561802494702987
21917,2011,5,-7.561802494702987,22.142183510370916,0.0739484871325056,-0.5004718484536754,-2.96515597757845,-3.6228906717461555,-6.473841897628294
21917,2011,6,-6.473841897628294,8.419132413166572,0.47480518247499914,-0.5004718484536754,-7.561802494702987,-5.717648752582317,-8.889001258574636
21917,2011,7,-8.889001258574636,5.592410250809875,0.3848566604327979,-0.5004718484536754,-6.473841897628294,-5.666933456636578,-3.4913124998644913
21917,2011,8,-3.4913124998644913,4.505432123308079,0.760073522278366,-0.5004718484536754,-8.889001258574636,-7.641548550301972,-9.874270371284222
21917,2011,9,-9.874270371284222,23.540286073073386,-0.1026489437712419,-0.5004718484536754,-3.4913124998644913,-6.284718552022473,-10.383385193882415
21917,2011,10,-10.383385193882415,11.108018090669864,0.0666995206298175,-0.5004718484536754,-9.874270371284222,-7.418194709907783,-20.336059622395705
21917,2011,11,-20.336059622395705,-5.876932440459914,0.38605624747017825,-0.5004718484536754,-10.383385193882415,-7.916322688343709,-5.865483524312393
21918,2011,3,-10.51425937182093,27.14581166771228,-0.13185257146541043,-0.21199658720958892,-2.976738257702018,-7.262188062029375,-6.50903909406495
21918,2011,4,-6.50903909406495,14.688926128319155,-0.3149054066490242,-0.2119965872095889,-10.51425937182093,-6.979358667890435,-13.342193132868601
21918,2011,5,-13.342193132868601,28.16682129276845,-0.010796763928253331,-0.2119965872095889,-6.50903909406495,-6.666678907862633,-8.79232609230429
21918,2011,6,-8.79232609230429,19.464131741371887,0.019320275568248158,-0.2119965872095889,-13.342193132868601,-10.12183053291816,-10.698702351149942
21918,2011,7,-10.698702351149942,16.0456777455656,-0.029962152698754265,-0.21199658720958892,-8.79232609230429,-9.547852773079281,-6.520846552221495
21918,2011,8,-6.520846552221495,21.079822939858722,0.008042589329242586,-0.2119965872095889,-10.698702351149942,-10.944407192107612,-10.134898883548333
21918,2011,9,-10.134898883548333,21.723739627268596,0.012325968410524035,-0.2119965872095889,-6.520846552221495,-8.670624998558575,-18.029720652925718
21918,2011,10,-18.029720652925718,9.852686441362907,-0.1522917574163898,-0.2119965872095889,-10.134898883548333,-9.11814926230659,-29.317283882272836
21918,2011,11,-29.317283882272836,1.518240607669409,-0.12153197622331664,-0.2119965872095889,-18.029720652925718,-11.561822029565183,-9.324383320392622
21922,2011,3,7.448177054829407,-5.843465663527079,0.21344496252241613,-0.5629252555271373,5.309686697790555,1.675667125262768,29.705174654119887
21922,2011,4,29.705174654119887,-10.167725667964703,0.12899602352830322,-0.5629252555271373,7.448177054829407,4.275119346849471,48.82895155519575
21922,2011,5,48.82895155519575,-13.239603763076447,0.3998620210933623,-0.5629252555271373,29.705174654119887,14.15434613557995,29.416031727784862
21922,2011,6,29.416031727784862,-12.011839410740171,-0.21505745166323625,-0.5629252555271373,48.82895155519575,28.660767754715014,18.430438230629672
21922,2011,7,18.430438230629672,-3.1929811914987303,-0.13530501257842403,-0.5629252555271373,29.416031727784862,35.9833859790335,19.260661350557175
21922,2011,8,19.260661350557175,-4.552682548726255,-0.12297486574623265,-0.5629252555271373,18.430438230629672,32.22514050453676,-2.7212344212287056
21922,2011,9,-2.7212344212287056,-7.511341715974201,-0.1910092929479694,-0.5629252555271373,19.260661350557175,22.369043769657235,2.2008599691765025
21922,2011,10,2.2008599691765025,-3.096495652101348,-0.17240039049484657,-0.5629252555271373,-2.7212344212287056,11.656621719986047,-1.1630293096728526
21922,2011,11,-1.1630293096728526,-3.324918196389979,-0.14815984650985758,-0.5629252555271373,2.2008599691765025,6.246762299501658,-0.7453554118137019
21925,2011,3,-1.6749316481994208,-0.32490808368601365,0.5606924245663354,-0.8543744885366268,-1.7220458685331295,-1.015599302267283,-3.3477452680174324
21925,2011,4,-3.3477452680174324,-1.9405992821728506,0.8079949440091523,-0.8543744885366268,-1.6749316481994208,-1.5814092169924734,-5.135167396097602
21925,2011,5,-5.135167396097602,-4.61865105117188,2.2582650654545033,-0.8543744885366268,-3.3477452680174324,-2.248240928249994,-1.6995477725569794
21925,2011,6,-1.6995477725569794,0.49524629405220677,0.5460011857875542,-0.8543744885366268,-5.135167396097602,-3.3859481041048185,-0.8149677281235604
21925,2011,7,-0.8149677281235604,0.3081746952195963,0.49090904036712474,-0.8543744885366268,-1.6995477725569794,-3.3941534788906718,-4.739991594214601
21925,2011,8,-4.739991594214601,-4.3626612099125675,1.9881911259045755,-0.8543744885366268,-0.8149677281235604,-2.549894298926047,-1.3022539422925696
21925,2011,9,-1.3022539422925696,-0.5395469794893046,1.4164570834303405,-0.8543744885366268,-4.739991594214601,-2.4181690316317135,-4.529036616903618
21925,2011,10,-4.529036616903618,-5.290135035552433,2.000433824886893,-0.8543744885366268,-1.3022539422925696,-2.2857377548769104,-1.625699399484303
21925,2011,11,-1.625699399484303,-1.9652168391624545,3.2124610241363425,-0.8543744885366268,-4.529036616903618,-3.523760717803596,-1.3472501342448693
21926,2011,4,-1.3718662586024282,-0.6606500758762905,0.49090904036712474,-0.8751922908944474,-1.8141562808191376,-1.2647571156656534,-1.8366543767952872
21926,2011,5,-1.8366543767952872,-1.0377430135225885,2.507281562754845,-0.8751922908944474,-1.3718662586024282,-1.2804618557768894,-5.366502441003327
21926,2011,6,-5.366502441003327,-5.45258907739544,0.8667598991242771,-0.8751922908944474,-1.8366543767952872,-1.6742256387389511,-0.37479573428825996
21926,2011,7,-0.37479573428825996,1.5054220106041143,1.0528489236555056,-0.8751922908944474,-5.366502441003327,-2.858341025467014,-2.276826370630588
21926,2011,8,-2.276826370630588,-2.2349903289071067,1.3834017961780827,-0.8751922908944474,-0.37479573428825996,-2.525984184028958,-3.0294214633405154
21926,2011,9,-3.0294214633405154,-1.321300151752581,1.4687946215797485,-0.8751922908944474,-2.276826370630588,-2.6727081819740577,-1.4864747668645863
21926,2011,10,-1.4864747668645863,-1.7230106463884827,-0.4236205736120051,-0.8751922908944474,-3.0294214633405154,-1.8936811894197876,-3.9496399904485995
21926,2011,11,-3.9496399904485995,-3.8506815273939434,0.6058155151011634,-0.8751922908944474,-1.4864747668645863,-2.26424086694523,-0.2559511692632839
21927,2011,3,0.0224980959761498,0.4706287370626031,-0.3134362827711461,-0.7443375332167175,-1.2818738746978289,-1.0088059464023693,-2.045491325724863
21927,2011,4,-2.045491325724863,-1.401052302683546,1.7712504999379064,-0.7443375332167175,0.0224980959761498,-1.287255211641803,-5.415734689718445
21927,2011,5,-5.415734689718445,-3.8122803219189993,2.3716701278737875,-0.7443375332167175,-2.045491325724863,-1.1016223681488473,-7.133544501488757
