StockCode, Description, Sales, Returns, NetQuantity, Revenue_Sales, Revenue_Returns, NetRevenue, NumTransactions, NumUniqueCustomers, KMeans_Cluster, DBSCAN_Cluster
21061,PARTY INVITES FOOTBALL,-4.412786571419405,-5.403912416005033,-3.7443271309123425,-24.948625015397905,-5.032312793923063,-23.759661726126716,52,49,0,0
21062,PARTY INVITES SPACEMAN,-1.1921279849596242,-6.339204949544365,-0.47749326844480156,-27.704752756503975,-5.903290008255902,-26.341671514735705,61,55,0,0
21063,PARTY INVITES JAZZ HEARTS,-22.410829885057044,-8.417632801853994,-21.09848643116523,-44.86419489519871,-7.838794928995542,-42.89048033954966,81,64,0,0
21064,BOOM BOX SPEAKER BOYS,-35.57511631460868,-5.819597986466959,-34.31744201437414,-5.140692189345052,-5.419413778070992,-4.300738452167097,54,40,0,0
21065,BOOM BOX SPEAKER GIRLS,-2.3079350080864245,-4.364698489850219,-1.789944200254153,0.31030385366995983,-4.064560333553244,0.8558162661216762,40,31,0,0
21066,VINTAGE RED MUG,-9.579898251799877,8.912772112836125,-10.388264043730148,-17.420484712484882,2.088578837389737,-17.350867390823943,42,33,0,0
21067,VINTAGE RED TEATIME MUG,-20.749537743469265,14.133287352775655,-21.934409145949825,-23.905372009167387,3.348844170356423,-23.87538100817385,44,30,0,0
21068,VINTAGE BILLBOARD LOVE/HATE MUG,-24.872393302441203,7.616802140189607,-25.272091353684157,-50.75887498552343,-3.754753301592901,-49.2201066807158,128,81,0,0
21069,VINTAGE BILLBOARD TEA MUG,5.324248958298607,8.980014070238504,4.248477230628723,-11.611738786830884,0.6203710577832222,-11.460557680500925,52,35,0,0
21070,VINTAGE BILLBOARD MUG ,-18.636407251401337,-8.105868624007549,-17.424042594099635,-32.32220238385438,-7.548469190884596,-30.642163625937954,77,51,0,0
21071,VINTAGE BILLBOARD DRINK ME MUG,-12.3070491382427,-4.792617886359783,-11.56775833350726,-37.234601336814734,-8.036346055588195,-35.38874052988172,108,72,0,0
21078,SET/20 STRAWBERRY PAPER NAPKINS ,7.769473055166852,-20.992121308327242,9.93152812659477,-89.25814020395926,-19.548599699470362,-84.79471756782911,201,148,1,0
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,205.04598271966373,-58.92345165590777,207.91761062231396,-265.9323763866146,-66.46035996765413,-251.51855010638707,734,427,3,-1
21084,SET/6 COLLAGE PAPER CUPS,103.99792335152117,3.2643374763870265,101.82609083016752,-68.99485388229542,-9.341734409141797,-66.3279048549062,104,90,0,0
21086,SET/6 RED SPOTTY PAPER CUPS,166.0645063488979,-30.34504664372057,166.48833435515672,-109.2054044439994,-28.25837184279874,-103.15515963815456,285,167,3,0
21087,SET/6 POSIES PAPER CUPS,5.413618908980929,-1.0392139261548141,5.432905948947946,-4.899756808863076,-0.96775246036982,-4.66904332608679,10,10,0,0
21088,SET/6 FRUIT SALAD PAPER CUPS,61.062241791194815,5.4833661565252365,59.39667146070541,-48.61853344239111,-6.322866298790316,-46.774509822590296,75,67,0,0
21089,SET/6 GREEN SPRING PAPER CUPS,4.19237732051795,-2.494113422771554,4.392213195444281,-17.63451282003467,-2.322605904887568,-16.961695813931776,24,23,0,0
21090,SET/6 COLLAGE PAPER PLATES,35.629066704316884,27.36184469420126,32.01262297734123,-69.78354281643419,-5.85369126043521,-67.57414024692936,119,98,0,0
21094,SET/6 RED SPOTTY PAPER PLATES,189.54695152455662,-34.0862167778779,189.97053609430765,-82.5162501698368,-31.742280700130095,-76.53409509237862,325,179,3,0
21095,SET/6 POSIES PAPER PLATES,2.604390514958641,-0.9352925335393326,2.6613183805326117,-2.9977071063680145,-0.8709772143328379,-2.8186916640625084,9,9,0,0
21096,SET/6 FRUIT SALAD  PAPER PLATES,21.625855275236407,-7.274497483083699,22.04473291955349,-40.48613994496275,-6.7742672225887395,-38.74570068540048,70,63,0,0
21098,CHRISTMAS TOILET ROLL,-39.166303692647254,-0.6907923560250852,-38.40732540884004,-63.83499907754085,-9.938249904103783,-61.19167203416335,165,115,1,0
21100,CHARLIE AND LOLA CHARLOTTE BAG,-2.7931637793684345,-0.8313711409238512,-2.6534342120094254,-2.711681251966378,-0.774201968295856,-2.551602524189647,8,7,0,0
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,-11.61923016502329,-3.6372487415418493,-11.018397082654682,0.6725872608797494,-3.3871336112943697,1.1187879848001727,34,30,0,0
21107,CREAM SLICE FLANNEL PINK SPOT ,-3.0921416692289556,-6.547047734775329,-2.321607011220271,22.497493892394196,-6.096840500329866,22.86911144054342,62,48,0,0
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,158.78552536794365,22.783186506096254,153.52139923608507,34.46468913230666,7.642327644689611,32.72847398470628,195,160,3,-1
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",8.01674823244542,-7.482340268314661,8.695825020014365,40.38645449555587,-6.967817714662703,40.5136562789269,68,54,0,0
21110,LARGE CAKE TOWEL PINK SPOTS,-0.32282819043327504,-6.100799642124121,0.3505452778166035,47.278263540296635,-2.2041944291098767,46.61904141103125,79,62,0,0
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",30.74009823902853,-5.299991023389552,30.783838987863962,19.603266885530463,-4.9355375478860815,19.87590047478796,50,46,0,0
21112,"SWISS ROLL TOWEL, PINK  SPOTS",22.36362252672758,-4.780384060312144,22.496643579588643,20.614469117072638,-4.451661317701172,20.800911957189342,46,37,0,0
21114,LAVENDER SCENTED FABRIC HEART,27.85454888317342,-2.4452222044406295,27.636178118943327,-17.234589721935254,-7.4531660090218415,-15.873357419414694,129,105,0,0
21115,ROSE CARAVAN DOORSTOP,-79.00633471512424,-13.509781040012582,-76.14917548470355,7.31271589885777,-12.58078198480766,8.872428782413786,129,104,1,0
21116,OWL DOORSTOP,-62.799361651799366,-12.262724328626806,-60.3614722689583,26.189052867364488,-11.419479032363876,27.20843153399896,117,81,0,0
21117,BLOND DOLL DOORSTOP,-0.7282271312620662,-1.4548994966167397,-0.556280367955722,-3.7457299352836486,-1.354853444517748,-3.4858591268521737,14,11,0,0
21121,SET/10 RED POLKADOT PARTY CANDLES,227.52035928356617,-6.773263302007566,224.29194748580383,40.52569184877849,-19.765332607604716,42.38745657708526,338,238,3,-1
21122,SET/10 PINK POLKADOT PARTY CANDLES,186.35666773309438,-2.653087032601409,183.39551742391654,24.984800394592806,-16.446088874953656,26.71100323851803,307,215,3,-1
21123,SET/10 IVORY POLKADOT PARTY CANDLES,9.616029592544033,3.8878658320799153,9.022717792261407,-20.873292166191916,-3.1083990812136184,-20.02813706090464,98,66,0,0
21124,SET/10 BLUE POLKADOT PARTY CANDLES,148.27557773162243,5.868467161868065,145.04616717755707,24.566331791359655,-8.510518699921132,25.223688225041172,230,181,3,-1
21125,SET 6 FOOTBALL CELEBRATION CANDLES,-2.655106741908506,-5.061585715969308,-2.054783261456695,-19.723388239261542,-5.748744027431576,-18.543092695218604,69,60,0,0
21126,SET OF 6 GIRLS CELEBRATION CANDLES,-8.766577987153994,-7.066654697852735,-7.840164591061335,-22.985911584710202,-6.580716730514776,-21.626527269463605,67,57,0,0
21128,GOLD FISHING GNOME,-10.39321851644576,-1.6627422818477025,-10.0298891831113,2.381072049117799,-1.548403936591712,2.5430117750955596,16,12,0,0
21129,SILVER FISHING GNOME ,-15.697893991470115,0.03056252218928107,-15.42734366656538,-0.2256908372250248,3.6696287982972073,-0.7193028397256287,21,14,0,0
21131,GOLD STANDING GNOME,-6.104946750820737,-1.7666636744631838,-5.805064458052135,1.5266241588057072,-1.645179182628694,1.71902410474383,17,11,0,0
21132,SILVER STANDING GNOME   ,-11.872261888048497,-1.6627422818477025,-11.48312633975513,-5.375046630880368,-1.548403936591712,-5.05586867328859,16,13,0,0
21135,VICTORIAN  METAL POSTCARD SPRING,19.95376182192538,1.2470346684559594,19.469120755634954,0.0752722486888192,-11.448913614618087,1.6280463569798294,164,122,1,0
21136,PAINTED METAL PEARS ASSORTED,118.84280070007279,-27.453598389558547,119.77407582387295,72.87716502263362,-28.599805453977336,75.28243947132358,354,259,3,-1
21137,BLACK RECORD COVER FRAME,186.44954655239707,-16.55408599098064,185.00825888242233,549.613808392403,-8.240057615068972,539.590265405695,318,140,2,-1
21143,ANTIQUE GLASS HEART DECORATION ,-1.0146492750891314,-0.9047300113500515,-0.8979218401081532,1.0880831987877622,-1.3034411966642847,1.2429793803729376,28,27,0,0
21144,PINK POODLE HANGING DECORATION ,-1.0116336492847795,13.173549210070862,-2.435845576225057,-0.8430794495938826,1.7737790619296847,-1.066795429640515,1,1,0,0
21145,ANTIQUE GLASS PLACE SETTING,6.943871750349577,-0.8313711409238512,6.913710402562457,1.9238004508833864,-0.774201968295856,1.9899049918655183,8,8,0,0
21147,JINGLE BELLS TREE DECORATION,-11.286368611544864,-2.286270637540591,-10.839209652345255,-7.125875501480722,-2.129055412813604,-6.692374322884968,21,11,0,0
21154,RED RETROSPOT OVEN GLOVE ,-41.080134314444194,-0.5013003098655799,-40.30850384839695,-94.22916177489806,-14.420268653372853,-90.36118286058613,266,175,1,0
21155,RED RETROSPOT PEG BAG,-137.338959405796,17.770492008457875,-136.88768610558722,-42.16992777952718,12.363282357854533,-42.99345976293824,367,206,1,-1
21156,RETROSPOT CHILDRENS APRON,-26.564828187704585,11.871440281470717,-27.4006727003887,-9.926934628999183,2.0670665395493333,-10.006312037446243,300,203,1,0
21157,RED RETROSPOT WASHBAG,-8.246697603575974,-1.4548994966167397,-7.943569247561859,-6.073418172336963,-1.354853444517748,-5.766358609163136,14,12,0,0
21158,MOODY GIRL DOOR HANGER ,-15.107998603530035,-1.412125191309636,-14.689836594018262,-95.79747300849839,-12.630076357842535,-92.14073585061604,147,103,0,0
21159,MOODY BOY  DOOR HANGER ,-6.709427024966526,-11.223510402471991,-5.363933120800304,-66.34213781103999,-10.451726571994056,-63.578274655175036,108,73,0,0
21161,KEEP OUT BOYS DOOR HANGER ,-20.395841515222433,-3.7411701341573305,-19.63050057461602,-19.636104808467685,-3.4839088573313517,-18.765051891190804,34,25,0,0
21162,TOXIC AREA  DOOR HANGER ,-0.4777177912251611,-14.445073573551914,1.1116502702123388,-83.78813308548722,-13.451759199140497,-80.2633075117513,137,98,0,0
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,8.641295232681511,-10.844504267223165,9.677468388175544,-66.341199537303,-10.616391696674349,-63.555000529187396,111,87,0,0
21164,HOME SWEET HOME METAL SIGN ,-84.14860960929987,-19.237691459911698,-80.57480087135973,14.376531375640404,-16.836332041495798,16.370772781931198,247,166,1,0
21165,BEWARE OF THE CAT METAL SIGN ,2.337760391359813,-24.75775909457985,5.006741654485269,-27.498866032682155,-27.1006958904205,-23.262207061022476,360,178,1,0
21166,COOK WITH WINE METAL SIGN ,52.212268936059125,-6.687714691393355,52.03325342955261,104.95223561940567,-17.986266152345742,105.26636862950173,613,287,1,-1
21167,WHITE SAGE INCENSE,54.18213525664461,11.68197027824102,51.95816277855905,-14.12529431100087,-1.3962850678499092,-13.649375943659958,26,20,0,0
21169,YOU'RE CONFUSING ME METAL SIGN ,6.861244831045992,-16.768045689235418,8.576815783630298,-23.099560326440162,-22.175346746057716,-19.62075108940971,347,192,1,0
21171,BATHROOM METAL SIGN ,-25.44748526722158,-6.235283556928884,-24.321019608195677,-28.171886099683693,-5.80651476221892,-26.812472927747347,60,43,0,0
21172,PARTY METAL SIGN ,-46.705883545591625,-25.106202707639394,-43.14305559355589,-96.02992908882408,-29.042148602568144,-90.14038281081466,373,236,1,0
21174,POTTERING IN THE SHED METAL SIGN,-20.006288652093513,-39.17836501603649,-15.369095575480113,28.942531593392914,-36.48426775594221,33.308875570286894,371,225,1,2
21175,GIN + TONIC DIET METAL SIGN,32.06644351805755,-25.37521462310855,34.284302751766965,236.99599698349425,-27.169624664073798,235.87996262050564,699,343,2,-1
21179,NO JUNK MAIL METAL SIGN,19.974596496693785,-4.70093031979194,20.140604740015494,-92.3528627598496,-14.822338143063675,-88.46833687898531,167,122,0,0
21181,PLEASE ONE PERSON METAL SIGN,193.19581669787777,-16.768089775095053,191.66024372092613,255.33755166792196,-26.142837183744394,253.71028639003617,704,361,2,-1
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,0.8549896141826924,-3.5333273489263677,1.2267993009162323,-2.4547612103609042,-3.290358365257388,-1.9582985508525717,33,30,0,0
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,-0.7473073717202714,-3.5333273489263677,-0.34754095211458536,15.953586422599207,-3.290358365257388,16.076860358705563,33,27,0,0
21189,WHITE HONEYCOMB PAPER GARLAND ,-9.000529469720995,-3.0137203858489605,-8.513633264002921,-8.974014110560443,-2.806482135072478,-8.411078800235227,29,27,0,0
21190,PINK HEARTS PAPER GARLAND,-0.45134510766410285,13.552555345319686,-1.9268156336875109,-1.5435739681703926,6.958242923189157,-2.45692977400824,8,6,0,0
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,-1.8661300206514266,-4.572541275081182,-1.3330991116768884,2.9475629596171222,-4.258110825627208,3.465887089459641,44,38,0,0
21192,WHITE BELL HONEYCOMB PAPER ,8.168622207432954,-4.364698489850219,8.503818992639646,1.2965160859745968,-4.064560333553244,1.8220352165025053,39,32,0,0
21194,PINK  HONEYCOMB PAPER FAN,3.4081706593754224,6.388096167875289,2.649519420608304,-18.65485766346251,-1.6885257642555644,-18.0474378867125,44,37,0,0
21195,PINK  HONEYCOMB PAPER BALL ,11.58759417853163,-2.494113422771554,11.658398978663433,5.938517431207835,-2.322605904887568,6.133443143557343,24,21,0,0
21196,ROUND WHITE CONFETTI IN TUBE,0.8532351798724934,-1.0392139261548141,0.9520913826294694,-0.08351689859378664,-0.96775246036982,0.04955792266065351,9,9,0,0
21197,MULTICOLOUR  CONFETTI IN TUBE,8.022779484054121,12.929026989626797,6.467699222489457,2.577396792184258,7.444135569930717,1.5145327783175768,14,13,0,0
21198,WHITE HEART CONFETTI IN TUBE,35.02837000465355,23.363940556482042,31.859983206861497,1.7723264707166981,6.006418878748646,0.9209673476357308,52,47,0,0
21199,PINK  HEART CONFETTI IN TUBE,21.521681901394384,9.187856855469466,20.14055015429455,-6.471279175415283,-2.5990196436258546,-5.987246333938131,49,45,0,0
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,14.40811712709322,-4.052934312003774,14.60032475744496,-0.7955167171957586,-3.774234595442298,-0.2670007370642329,39,33,0,0
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,5.819017849809718,-6.7915699552193916,6.460834691107258,27.66075209627379,-6.308885039750325,27.956483035656415,73,44,0,0
21202,DOLLY HONEYCOMB GARLAND,6.883122160354562,-2.0784278523096282,6.990512813512345,-2.3668270761610355,-1.93550492073964,-2.056081467631909,20,20,0,0
21204,DAISIES  HONEYCOMB GARLAND ,0.04994827827175907,-5.299991023389552,0.6291679875044882,-3.69919447661867,-4.9355375478860815,-2.9541547821932252,51,44,0,0
21205,MULTICOLOUR 3D BALLS GARLAND,-29.879845321915237,16.41344107729243,-31.154977859827166,-16.075317323815817,15.598034649172128,-17.867008809389315,51,44,0,0
21206,STRAWBERRY HONEYCOMB  GARLAND ,19.325705953068884,-5.892956856893159,19.633504900318037,-2.9808253121925814,-6.19477857327714,-2.0793948962073245,76,56,0,0
21207,SKULL AND CROSSBONES  GARLAND ,11.628002336574285,-8.833318372315919,12.391936674088491,-0.14289265722650724,-8.22589591314347,0.9767486267682283,84,74,0,0
21208,PASTEL COLOUR HONEYCOMB FAN,26.29342800399122,26.854471557171493,22.895404334243466,-27.260815146457908,-1.103841454920376,-26.558305043091988,60,50,0,0
21209,MULTICOLOUR HONEYCOMB FAN,31.81423591261852,14.579535445426863,29.663394083429335,-25.701174650258295,-2.583021968029215,-24.829469849728586,62,49,0,0
21210,SET OF 72 RETROSPOT PAPER  DOILIES,89.12913953348873,16.87187891013164,85.72737235066347,-5.106886631380401,-7.133212497089044,-4.034953575742117,370,244,3,-1
21211,SET OF 72 SKULL PAPER  DOILIES,-10.220016623873775,-6.962733305237254,-9.279618099219826,-18.60952075989693,-6.483941484477794,-17.35199630426482,66,58,0,0
21212,PACK OF 72 RETROSPOT CAKE CASES,1122.147724903927,35.68765767190852,1098.6625303941294,-350.74692812900344,-73.79402579613344,-333.61805788778645,1041,636,3,-1
21213,PACK OF 72 SKULL CAKE CASES,377.51145425234665,-38.20029817719006,375.10574296735814,-208.3082238878841,-46.0352781565634,-197.83550165608247,500,295,3,-1
21215,IVORY PAPER CUP CAKE CASES ,25.35383849924076,-6.65096912739081,25.63942460568812,-31.303192954833182,-6.193615746366848,-29.827746749792908,63,51,0,0
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-70.49783321697207,-8.796660980032634,-68.30498693079922,181.8585847244445,7.52374058850453,177.15038215531368,251,150,1,-1
21217,RED RETROSPOT ROUND CAKE TINS,-163.66150101329058,-17.477144698472333,-158.89305276824572,135.10659140386917,2.140461315480174,132.0770144911671,264,169,1,0
21218,RED SPOTTY BISCUIT TIN,-40.56025393086617,19.49438137761395,-41.986248757928294,106.81910279437996,32.12187311911598,100.2927275611165,214,131,1,0
21219,SET/4 BADGES BALLOON GIRL,-3.6893295002718904,-4.4686198824657,-3.135861908996336,-13.027260367271646,-4.161335579590226,-12.198220032076465,42,35,0,0
21220,SET/4 BADGES DOGS,-13.25190194592376,-4.260777097234738,-12.554336130210553,-17.53860692561558,-3.967785087516262,-16.644385310403255,41,34,0,0
21221,SET/4 BADGES CUTE CREATURES,0.4947688915111109,-2.494113422771554,0.7591203038347054,-5.333291540896499,-2.322605904887568,-4.909854715838601,24,24,0,0
21222,SET/4 BADGES BEETLES,-12.507610200007843,-3.7411701341573305,-11.879902405848922,-16.016393283789903,-3.4839088573313517,-15.218722049101373,35,26,0,0
21224,SET/4 SKULL BADGES,5.490926356445843,-2.0906616783572662,5.623946924902622,-18.88195234474781,-5.052551081634997,-17.813229946345746,82,58,0,0
21226,POCKET MIRROR WOODLAND,-3.060505682737295,-0.4156855704619256,-2.9616089072290217,-2.8038957624650744,-0.387100984147928,-2.6945002684897386,4,4,0,0
21228,"POCKET MIRROR ""GLAMOROUS""",-1.4069992270684195,-0.2078427852309628,-1.3597013572275252,-1.3308951267437303,-0.193550492073964,-1.2776378179350107,2,2,0,0
21231,SWEETHEART CERAMIC TRINKET BOX,98.03728342672305,118.72694524177216,83.3319126684744,-52.34622292569185,31.640382077462746,-55.58050453502945,408,216,3,-1
21232,STRAWBERRY CERAMIC TRINKET BOX,186.0626784403024,187.24771219593845,162.32175772118282,-69.2722959269706,50.02167938457424,-74.65887648614566,639,314,3,-1
21238,RED RETROSPOT CUP,28.713540608792567,15.331408759970879,26.5345058772571,-120.79463262316168,-13.725579970345109,-116.48240793678487,286,162,1,0
21239,PINK  POLKADOT CUP,17.552947994536233,-5.813503116372955,17.88298154267983,-87.00467554259033,-14.95743502863321,-83.21023168287623,203,141,1,0
21240,BLUE POLKADOT CUP,22.664080145036245,9.01667146252179,21.28175241003862,-93.05000132414781,-11.479100328256715,-89.6052191672095,220,150,1,0
21242,RED RETROSPOT PLATE ,26.012762405910806,15.239721193403037,23.89088593661095,2.4058097290121125,2.3926731930605594,2.0322088450551927,226,150,1,0
21243,PINK  POLKADOT PLATE ,19.20771564169926,-6.736561823864648,19.60990698046943,2.7262007724664015,-8.97025746613736,3.888731740054472,149,103,0,0
21244,BLUE POLKADOT PLATE ,19.798378978317444,0.9047079684202382,19.353917139210115,3.131944535767788,-4.2142569526906435,3.6405771502178905,150,108,0,0
21245,GREEN POLKADOT PLATE ,-11.583592067095182,-10.496060654163621,-10.232674533269334,-15.926883609699129,-9.774299849735181,-14.277045936649372,100,72,0,0
21246,RED RETROSPOT BIG BOWL,-19.90759711813607,-2.0478653301203464,-19.33610952788176,13.718352407064467,0.09328676530610606,13.42757843692512,41,33,0,0
21248,DOOR HANGER  MUM + DADS ROOM,-30.568157537950693,-4.401377925063319,-29.55307030982567,-29.270447324763776,-4.534284586768891,-28.061480719318975,53,46,0,0
21249,WOODLAND  HEIGHT CHART STICKERS ,-7.076172242062863,-8.20979001662303,-6.054135182208304,28.200992741408616,-7.645244436921578,28.667195126287965,79,68,0,0
21250,SET OF SKULL WALL STICKERS,-6.967722050922333,-1.7666636744631838,-6.652786132761036,-1.0284328926117896,-1.645179182628694,-0.784234789758679,17,15,0,0
21251,DINOSAUR HEIGHT CHART STICKER SET,-15.070331365429674,-3.6372487415418493,-14.409283781490284,-1.839838137844462,-3.3871336112943697,-1.3427035199164206,35,32,0,0
21253,SET OF PICTURE FRAME  STICKERS,-8.174653459041657,-1.6627422818477025,-7.850033448145554,-2.712557814675792,-1.548403936591712,-2.4473559565255725,16,14,0,0
21257,VICTORIAN SEWING BOX MEDIUM,-109.42738833820195,-3.1421094305597173,-107.1742010282005,38.624586309717714,20.0490404312727,35.11970787177389,157,100,1,0
21258,VICTORIAN SEWING BOX LARGE,-74.29232257671806,54.607556212669216,-78.97294790707917,72.37950692748785,175.21938399930605,47.12445591246523,124,63,0,0
21259,VICTORIAN SEWING BOX SMALL ,-133.93829972647742,-12.079349195491119,-130.2792552439842,88.58628128155149,4.445154586476391,86.18691697722089,244,134,1,0
21260,FIRST AID TIN,-57.26073469420801,1.9072424593619504,-56.47040484752838,13.661853180670303,6.621045061647739,12.486018664570741,150,104,1,0
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,-8.5795591570544,-2.8058776006179977,-8.122756677871283,3.2421630038685163,-2.612931642998514,3.531165876370104,27,24,0,0
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,-20.95437562253291,0.024445609165462456,-20.591441177188717,-0.2468181711759072,6.520855457025332,-1.1270832927085361,53,43,0,0
21263,GREEN GOOSE FEATHER TREE 60CM,-18.598246770484923,-1.736101152273903,-18.08372761855588,-14.191409267158788,-2.0776431649601403,-13.621649652704471,37,32,0,0
21264,WHITE GOOSE FEATHER TREE 60CM ,-13.2054625362724,4.279105793376381,-13.443408750375475,-8.941552343485972,2.1411539121534924,-9.050964281583392,44,37,0,0
21265,PINK GOOSE FEATHER TREE 60CM,-0.40967575812729384,-1.6627422818477025,-0.2205383757654451,0.6985428228228479,-1.548403936591712,0.8945921248781097,16,15,0,0
21268,VINTAGE BLUE TINSEL REEL,-0.7651264206843238,-0.1039213926154814,-0.7404022268072554,-0.7953319985774043,-0.096775246036982,-0.7660702231819266,1,1,0,0
21269,ANTIQUE CREAM CUTLERY SHELF ,-14.758304486719652,-1.8705850670786652,-14.296064853626484,-3.238567338570319,-1.7419544286656758,-2.936425455302508,18,17,0,0
21270,ANTIQUE CREAM CUTLERY CUPBOARD,-11.425686840498944,-1.3509781040012583,-11.078466105138151,-4.991601467660689,-1.2580781984807659,-4.719611526619859,13,12,0,0
21272,SALLE DE BAIN HOOK,-17.784926505839042,-4.438057360276419,-16.9888653225309,-26.635311195936527,-5.168092551209685,-25.393720650120166,62,49,0,0
21275,ZINC TOP  2 DOOR WOODEN SHELF ,-9.895433999130297,4.389144099015681,-10.20317713345857,-5.010708676204291,14.318320220950653,-6.852977207867913,11,10,0,0
21277,FRENCH STYLE EMBOSSED HEART CABINET,-19.42110715535991,-0.0733588704262,-19.074220206660296,-8.742467771610057,4.024083758129378,-9.111541539285168,22,19,0,0
21278,VINTAGE KITCHEN PRINT PUDDINGS,-3.260573501686391,-0.7274497483083698,-3.1240629490720284,-1.4081799532850274,-0.677426722258874,-1.287665014759613,7,7,0,0
21279,VINTAGE KITCHEN PRINT FRUITS,-5.139752511187318,1.9683895466703272,-5.265517478562829,-1.5384375995046737,1.8800227787001542,-1.7624803297770744,13,12,0,0
21280,VINTAGE KITCHEN PRINT VEGETABLES,-4.128118861902538,-1.247056711385777,-3.9195997698206453,-0.6953581499107911,-1.161302952443784,-0.5236032542185889,12,12,0,0
21281,VINTAGE KITCHEN PRINT SEAFOOD,-1.7559253952006992,-0.6235283556928884,-1.657042143942858,0.014689972937519724,-0.580651476221892,0.09322118607098351,6,6,0,0
21284,RETROSPOT CANDLE  SMALL,8.922454073577976,24.85551948831188,6.046305599406061,-7.150297078682346,7.945855174339643,-8.08406677382764,27,26,0,0
21285,RETROSPOT CANDLE  MEDIUM,6.154895029092497,10.85059913731717,4.859892192525805,-8.802330085372958,0.17591003437382519,-8.647763698964724,34,27,0,0
21286,RETROSPOT CANDLE  LARGE,11.001700902027997,-1.8705850670786652,11.01448229125356,-0.03209863399943996,-1.7419544286656758,0.205039155128783,18,17,0,0
21287,SCENTED VELVET LOUNGE CANDLE ,53.34194906562161,-5.6117552012359955,53.02545777761334,-22.302271156876177,-5.225863285997028,-21.14068052630109,54,47,0,0
21288,STRIPEY CHOCOLATE NESTING BOXES,-10.293815202718289,10.1231493890088,-11.22220206995371,5.675180598931518,9.630652480267727,4.252675147285776,41,33,0,0
21289,LARGE STRIPES CHOCOLATE GIFT BAG,14.375987897785514,16.62740077554721,12.305265406054383,2.8295776057936717,6.684666992059269,1.8647063416963139,21,20,0,0
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,45.688930424468175,-4.1568557046192565,45.34672759125403,0.04961727986441378,-3.87100984147928,0.574138198715856,40,32,0,0
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,27.189593724894674,-2.7019562080025166,27.01092492283996,-2.286200147057901,-2.5161563969615317,-1.898260052025374,26,25,0,0
21293,MIRRORED DOVE WALL DECORATION,-6.772424292087789,-1.9745064596941466,-6.438147236957745,-3.8468884873331826,-1.838729674702658,-3.519276061956887,18,14,0,0
21294,ETCHED GLASS COASTER,46.53262548411156,-6.235283556928884,46.40318868180407,-26.31200919818468,-5.80651476221892,-24.99030093602049,58,46,0,0
21306,SET/4 DAISY MIRROR MAGNETS,13.324439333274126,11.54136945041244,11.828737189029622,-23.673257248181095,-1.2695308871762958,-23.020983050126798,38,35,0,0
21307,SET/4 BUTTERFLY MIRROR MAGNETS,-3.4142019109841257,-1.3509781040012583,-3.206764839984071,-8.731818463951488,-1.2580781984807659,-8.384003857170809,13,11,0,0
21310,CAPIZ CHANDELIER,-0.8883800349845518,-0.1039213926154814,-0.8615053231942413,-0.4167629226610408,-0.096775246036982,-0.3951758018830008,1,1,0,0
21311,SET/4 BIRD MIRROR MAGNETS ,5.575526247013617,16.138356334659083,3.711879991120494,-30.97676127657081,-2.2881834416117655,-30.03813273546949,46,40,0,0
21313,GLASS HEART T-LIGHT HOLDER ,79.26737066102234,19.85505881672114,75.71115764459563,-36.03670311475758,-3.7626160512956166,-34.79532699080414,139,97,0,0
21314,SMALL GLASS HEART TRINKET POT,-7.464794788467741,99.61154795647722,-18.237168683292808,36.42060289783471,63.88758409910709,27.00890162646048,382,216,1,2
21316,SMALL CHUNKY GLASS ROMAN  BOWL,1.0020935290556772,-0.9352925335393326,1.086978127501796,-1.8182313818538185,-0.8709772143328379,-1.6631272133188575,9,9,0,0
21317,GLASS SPHERE CANDLE STAND MEDIUM,-16.616648821452173,-1.803343109676284,-16.12934468789769,5.425930895497807,-0.679170962624312,5.40813607884088,27,23,0,0
21318,GLASS CHALICE BLUE SMALL ,19.282282169221876,14.029365960160176,17.410313531335238,-20.999139709895907,2.402935718729309,-20.899650005068267,45,38,0,0
21319,GLASS CHALICE GREEN  SMALL ,-1.6886513107809342,-0.2445222204440628,-1.6324245869532543,-5.3377704875301575,-0.581232889677038,-5.150650989210504,13,12,0,0
21320,GLASS CHALICE GREEN  LARGE ,1.6391962753252218,6.394213080899109,0.9107404371734487,0.32712352235344233,4.771998189043357,-0.3273528167330315,12,10,0,0
21324,HANGING MEDINA LANTERN SMALL,-11.728173598979865,-2.0784278523096282,-11.29605474092252,-5.291358450920327,-1.93550492073964,-4.921324406945679,20,20,0,0
